Lesson_No.,Problem.Hierarchy,Topics,Hints,Opportunity.SubSkills.,Opportunity.KTracedSkills.,Opportunity.Rules.,count_subskill,count_tracedskill,count_rules,Correct.First.Attempt,Step.Duration..sec.,Attempts
1,Unit absolute-value, Section absolute-value-1,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,3,3,3,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,3,3,3,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,4,4,4,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,1,1,1,1,1,1,1,0,2
1,Unit absolute-value, Section absolute-value-1,0,0,0,1,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,1,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,5,5,5,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,2,2,2,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,5,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,6,6,6,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,4,4,4,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,6,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,7,7,7,1,1,1,0,0,2
1,Unit absolute-value, Section absolute-value-1,0,1,1,1,1,1,1,1,0,2
1,Unit absolute-value, Section absolute-value-1,0,8,8,8,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,2,2,2,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,9,9,9,1,1,1,0,0,2
1,Unit absolute-value, Section absolute-value-1,0,3,3,3,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,7,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,10,10,10,1,1,1,1,0,2
1,Unit absolute-value, Section absolute-value-1,0,3,3,3,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,11,11,11,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,5,5,5,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,5,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,5,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,8,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,5,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,5,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,12,12,12,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,4,4,4,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,13,13,13,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,4,4,4,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,9,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-1,0,0,0,4,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,20,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,5,5,1,1,1,1,0,0,2
1,Unit absolute-value, Section absolute-value-2,0,0,0,1,0,0,1,0,0,4
1,Unit absolute-value, Section absolute-value-2,0,327,0,57,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,414,0,131,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,1,1,1,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,1,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,10,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,21,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,6,6,1,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,1,0,0,0,0,0,0,0,0,0
1,Unit absolute-value, Section absolute-value-2,0,330,0,58,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,417,0,132,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,333,0,59,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,420,0,133,3,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,1,1,2,1,1,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,2,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,3,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,11,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,0,0,22,0,0,1,1,0,1
1,Unit absolute-value, Section absolute-value-2,0,6,6,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,73.125,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,4,1,1,1,1,1,1,0,72.882,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,2,1,1,1,1,1,1,0,60.735,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,2,1,1,1,1,1,1,0,48.588,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,2,1,1,1,1,1,1,0,48.588,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,4,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,5,0,0,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,43.692,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,1,1,1,1,1,1,1,0,36.441,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,4,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,5,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,6,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,7,0,0,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,24.375,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,4,0,0,1,0,24.294,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,5,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,6,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,7,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,8,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,9,0,0,1,1,12.147,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,1,1,1,1,1,1,1,0,1.74,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,1,1,1,1,1,1,1,0,1.305,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,1,1,1,1,1,1,1,0,1.305,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,1,1,1,1,1,1,1,0,1.305,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,0,0.87,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,4,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,5,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,6,0,0,1,1,0.435,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,4,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,5,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,6,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,7,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,8,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,1,1,1,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,2,2,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,2,2,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,2,2,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,9,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,10,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,11,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,12,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,13,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,14,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,15,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,16,0,0,1,1,0,2
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,17,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,2,2,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,2,1,1,1,1,1,1,0,0,3
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,2,2,2,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,1,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,2,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,3,3,3,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,3,3,3,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,3,3,3,1,1,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,3,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,18,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,19,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,20,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,21,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,22,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,23,0,0,1,1,0,1
2,Unit CENTRAL-TENDENCY, Section CENTRAL-TENDENCY-1,0,0,0,24,0,0,1,1,0,1
3,Unit CTA1_01, Section CTA1_01-2,3,64,51,13,4,3,1,0,317.034,9
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,2,4,3,1,0,267.428,3
3,Unit CTA1_01, Section CTA1_01-2,1,16,12,4,4,3,1,0,242.536,11
3,Unit CTA1_01, Section CTA1_01-2,5,67,51,16,4,3,1,0,234.144,35
3,Unit CTA1_01, Section CTA1_01-2,2,1,1,2,1,1,1,0,169.668,8
3,Unit CTA1_01, Section CTA1_01-2,2,6,3,1,6,3,1,0,168.428,9
3,Unit CTA1_01, Section CTA1_01-2,3,35,21,5,3,1,1,0,149.785,18
3,Unit CTA1_01, Section CTA1_01-2,0,18,11,7,2,1,1,0,148.253,5
3,Unit CTA1_01, Section CTA1_01-2,1,146,95,14,6,3,1,0,144.27,4
3,Unit CTA1_01, Section CTA1_01-2,0,6,3,1,6,3,1,0,141.39,7
3,Unit CTA1_01, Section CTA1_01-2,2,0,0,1,0,0,1,0,133,4
3,Unit CTA1_01, Section CTA1_01-2,1,3,2,2,2,1,1,1,131.831,5
3,Unit CTA1_01, Section CTA1_01-2,3,11,6,1,3,1,1,0,129.656,4
3,Unit CTA1_01, Section CTA1_01-3,1,85,61,4,4,3,1,0,127.725,2
3,Unit CTA1_01, Section CTA1_01-2,0,6,6,9,1,1,1,0,127.074,4
3,Unit CTA1_01, Section CTA1_01-2,1,124,92,32,4,3,1,0,122.571,7
3,Unit CTA1_01, Section CTA1_01-2,2,3,3,3,1,1,1,1,121.268,4
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,0,119.798,6
3,Unit CTA1_01, Section CTA1_01-2,1,30,18,3,6,3,1,1,118.635,1
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,2,4,3,1,0,117.176,4
3,Unit CTA1_01, Section CTA1_01-2,0,0,0,1,0,0,1,0,116.571,3
3,Unit CTA1_01, Section CTA1_01-2,0,0,0,1,0,0,1,0,116.571,2
3,Unit CTA1_01, Section CTA1_01-2,7,16,14,1,4,2,1,0,114.928,7
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,0,114.572,4
3,Unit CTA1_01, Section CTA1_01-3,3,61,44,1,4,3,1,0,113.225,14
3,Unit CTA1_01, Section CTA1_01-2,4,2,1,1,2,1,1,0,112.998,1
3,Unit CTA1_01, Section CTA1_01-2,3,6,5,1,4,3,1,0,112.998,1
3,Unit CTA1_01, Section CTA1_01-2,3,8,6,1,4,2,1,0,112.998,1
3,Unit CTA1_01, Section CTA1_01-3,4,78,60,3,6,3,1,0,111.05,4
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,0,108.6,3
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,108.6,2
3,Unit CTA1_01, Section CTA1_01-2,2,1,1,2,1,1,1,0,103.648,5
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,0,102.684,5
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,0,99.189,3
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,2,4,3,1,1,99.189,3
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,1,99,3
3,Unit CTA1_01, Section CTA1_01-2,1,86,66,20,4,3,1,0,98.135,8
3,Unit CTA1_01, Section CTA1_01-2,1,24,24,25,1,1,1,0,95.333,5
3,Unit CTA1_01, Section CTA1_01-2,2,49,33,2,3,1,1,1,95.333,4
3,Unit CTA1_01, Section CTA1_01-2,2,6,3,1,6,3,1,0,95,2
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,0,87.882,3
3,Unit CTA1_01, Section CTA1_01-2,0,6,3,1,6,3,1,0,85.57,4
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,85.57,4
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,2,4,3,1,0,85.57,4
3,Unit CTA1_01, Section CTA1_01-2,0,6,3,1,6,3,1,0,83.428,3
3,Unit CTA1_01, Section CTA1_01-2,0,0,0,10,0,0,1,0,83.142,2
3,Unit CTA1_01, Section CTA1_01-2,0,12,12,17,1,1,1,0,83.142,2
3,Unit CTA1_01, Section CTA1_01-2,0,32,26,6,4,3,1,0,81.035,4
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,79.929,3
3,Unit CTA1_01, Section CTA1_01-2,0,4,0,4,1,0,1,1,79.09,1
3,Unit CTA1_01, Section CTA1_01-2,2,20,16,4,4,3,1,0,79.013,6
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,1,4,2,1,0,77.736,5
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,1,75.454,2
3,Unit CTA1_01, Section CTA1_01-2,2,53,35,6,6,3,1,0,73.712,12
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,72.728,2
3,Unit CTA1_01, Section CTA1_01-2,0,3,2,2,2,1,1,0,72.728,2
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,72.364,2
3,Unit CTA1_01, Section CTA1_01-2,0,0,0,13,0,0,1,0,72.135,3
3,Unit CTA1_01, Section CTA1_01-2,0,6,5,1,4,3,1,0,71.818,2
3,Unit CTA1_01, Section CTA1_01-2,1,23,17,6,4,3,1,0,71.024,5
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,0,70.91,2
3,Unit CTA1_01, Section CTA1_01-2,2,54,39,3,6,3,1,0,70.452,1
3,Unit CTA1_01, Section CTA1_01-2,2,87,54,11,2,1,1,0,69.776,3
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,1,66.857,1
3,Unit CTA1_01, Section CTA1_01-2,0,8,5,1,6,3,1,1,66.857,1
3,Unit CTA1_01, Section CTA1_01-2,0,3,2,2,2,1,1,1,66.857,1
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,1,66.334,2
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,1,66.334,2
3,Unit CTA1_01, Section CTA1_01-2,0,6,3,1,6,3,1,1,66.126,2
3,Unit CTA1_01, Section CTA1_01-2,0,3,2,2,2,1,1,0,66.126,2
3,Unit CTA1_01, Section CTA1_01-2,0,5,3,1,2,1,1,0,64.78,4
3,Unit CTA1_01, Section CTA1_01-2,0,30,18,3,6,3,1,0,63.537,3
3,Unit CTA1_01, Section CTA1_01-2,0,38,28,10,4,3,1,0,63.537,3
3,Unit CTA1_01, Section CTA1_01-2,0,42,31,11,4,3,1,0,63.537,3
3,Unit CTA1_01, Section CTA1_01-2,0,0,0,1,0,0,1,1,62.25,3
3,Unit CTA1_01, Section CTA1_01-2,0,7,3,1,7,3,1,0,62.25,2
3,Unit CTA1_01, Section CTA1_01-2,2,1,1,1,1,1,1,0,62.146,4
3,Unit CTA1_01, Section CTA1_01-2,0,6,3,1,6,3,1,1,58.588,2
3,Unit CTA1_01, Section CTA1_01-2,0,10,8,2,4,3,1,1,57.286,2
3,Unit CTA1_01, Section CTA1_01-2,0,1,0,1,1,0,1,0,57,2
3,Unit CTA1_01, Section CTA1_01-2,0,2,1,1,2,1,1,0,57,3
3,Unit CTA1_01, Section CTA1_01-2,0,3,2,2,2,1,1,0,57,3
3,Unit CTA1_01, Section CTA1_01-2,3,59,45,14,4,3,1,0,56.368,7
3,Unit CTA1_01, Section CTA1_01-3,1,91,63,3,4,3,1,0,55.525,3
3,Unit CTA1_01, Section CTA1_01-2,1,0,0,10,0,0,1,0,54.476,2
